Provider Name,Address,Latitude,Longitude
Saddleback Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Saddleback Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Saddleback Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Saddleback Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Saddleback Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
San Antonio Regional Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
San Antonio Regional Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
San Antonio Regional Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Community Hospital of San Bernardino,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Community Hospital of San Bernardino,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
San Gorgonio Memorial Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
San Gorgonio Memorial Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
San Gorgonio Memorial Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
San Gorgonio Memorial Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
San Gorgonio Memorial Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
San Gorgonio Memorial Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
San Gorgonio Memorial Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
San Gorgonio Memorial Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Providence Little Company of Mary Medical Center San Pedro,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Memorial Hospital - La Jolla,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Memorial Hospital - La Jolla,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Memorial Hospital - La Jolla,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Sherman Oaks Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
St. Bernardine Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
St. Bernardine Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
St. Bernardine Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
St. Bernardine Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Providence Saint Joseph Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Providence Saint Joseph Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Providence Saint Joseph Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Sutter Davis Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Sutter Davis Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"Sutter Medical Center, Sacramento","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Providence Cedars-Sinai Tarzana Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Providence Cedars-Sinai Tarzana Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UC Davis Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UC Davis Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Medical Center - Hillcrest,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Valley Presbyterian Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
USC Verdugo Hills Hospital LLC,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
USC Verdugo Hills Hospital LLC,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Victor Valley Global Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Anaheim Global Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Whittier Hospital Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Woodland Memorial Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Woodland Memorial Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Woodland Memorial Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
San Dimas Community Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Antelope Valley Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Community Hospital of Huntington Park Management LLC,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Hollywood Presbyterian Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
San Gabriel Valley Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Memorial Hospital - Encinitas,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Memorial Hospital - Encinitas,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Memorial Hospital - Encinitas,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Memorial Hospital - Encinitas,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Keck Hospital of USC,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Keck Hospital of USC,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
West Anaheim Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Coast Plaza Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Corona Regional Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Huntington Beach Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Huntington Beach Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
St. Mary Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital - Chula Vista,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital - Chula Vista,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital - Chula Vista,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Scripps Mercy Hospital - Chula Vista,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange County Global Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
UCSD Thornton Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Casa Colina Hospital and Centers for Healthcare,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Martin Luther King Jr. Community Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Martin Luther King Jr. Community Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Desert Valley Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Desert Valley Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Sutter Center for Psychiatry (Inpatient),"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Orange Coast Memorial Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Riverside University Health System - Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Mountains Community Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Mountains Community Hospital,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Alvarado Hospital Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Alvarado Hospital Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Alvarado Hospital Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Alvarado Hospital Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Alvarado Hospital Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Encino Hospital Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"DISCOVERY MOOD & ANXIETY PROGRAM LOS ANGELES, MH OP","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
COLLEGE HOSPITAL CERRITOS,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"SHULIN INVEST, LLC DBA INSIGHT TREATMENT PROGRAMS","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
AURORA CHARTER OAK HOSPITAL,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
CHLB LLC DBA GLENDORA HOSPITAL,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"CHLB LLC, DBA: GLENDORA HOSPITAL","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"EAST VALLEY GLENDORA HOSPITAL LLC,DBA GLENDORA COMMUNITY HOSPITAL","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
RENEWAL BEHAVIORAL HEALTH OUTPATIENT II,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
DISCOVERY PRACTICE MANAGEMENT INC,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
DISCOVERY PRACTICE MANAGMENT INC,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"COLLEGE HOSPITAL OUTPATIENT CENTER,SANTA ANA","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"ROGERS BEHAVIORAL HEALTH CALIFORNIA, INC","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"ROWI ENCINO, INC","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
HIDDEN STRENGTH BEHAVIORAL HEALTH,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
CLEAR INC. DBA CLEAR RECOVERY CENTER,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Tarzana Treatment Centers,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Gateways Hospital & Mental Health Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
College Hospital Outpatient Center Alhambra,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Rowi Pasadena Inc,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
NEWPORT ACADEMY - SANTA MONICA,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Emanate Health,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Alvarado Parkway Institute,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
CHAPTERS FAMILY TREATMENT CENTER,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
TRIUMPH HEALTHCARE OUTPATIENT SERVICES,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
OCEANVIEW PSYCHIATRIC HEALTH FACILTY,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
ROWI VALENCIA INC,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"CENTER FOR DISCOVERY, TEMECULA ED DBA DISCOVERY MOOD AND ANXIETY","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
ROWI TORRANCE INC,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
AURORA LAS ENCINAS HOSPITAL,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"KALI WEST, LLC","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"HERITAGE OAKS HOSPITAL, INC.","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Akua Mind & Body,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
West Anaheim Medical Center,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Providence Mission Hospital-Lagun A Beach PPD Program,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Southern CA Hospital at Culver City,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
THE BETTY FORD CENTER,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
ROWI FEINBERG INSTITUTE,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"HERITAGE OAKS HOSPITAL, INC","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
GROWTH EXTENDED,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
ROGERS BEHAVIORAL HEALTH-LOS ANGE LES,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
ADVANCES IN MENTAL HEALTH & ADDIC TIONS,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
EATING DISORDER CENTER OF CALIFOR NIA,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
CANYON RIDGE HOSPITAL,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
ALVARADO PARKWAY INSTITUTE,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
EVERLAST RECOVERY CENTERS,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
BELLA MONTE RECOVERY LLC,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
THE DISCOVERY HOUSE LLC,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
TWIN TOWN TREATMENT CENTERS,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
ALVARADO PARKWAY INSTITUTE,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"COLLEGE HOSPITAL OUTPATIENT CENTER, SIGNAL HILL","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
EXECUTIVE RECOVERY MENTAL HEALTH OUTPATIENT,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"SIERRA VISTA HOSPITAL, INC.","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
SAGEPOINT INTENSIVE OUTPATIENT PROGRAM,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
"AFFORDABLE PSYCHOLOGICAL SERVICES, DBA RECONNECT TRAUMA RECOVERY","4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
RESNICK NEUROPSYCHIATRIC,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
BHC Alhambra Hospital Eating Diso rders,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
Provider information appearing in ProviderSearch represents data in Health Net systems as of  4/26/2024. ,"4619 Rosemead Blvd, ROSEMEAD ROSEMEAD, CA",34.0887274,-118.0738133
